critic,fresh,imdb,publication,quote,review_date,rtid,title
Susan Stark,fresh,268978.0,Detroit News,As bold and searingly imaginative as it is substantive.,2001-12-26,10240.0,A Beautiful Mind
Steven Rea,fresh,268978.0,Philadelphia Inquirer,Crowe and Connelly's work rises above the mush.,2001-12-25,10240.0,A Beautiful Mind
Steven Rosen,fresh,268978.0,Denver Post,"Like a good college education itself, A Beautiful Mind broadens your perspective on life.",2001-12-25,10240.0,A Beautiful Mind
Bruce Newman,rotten,268978.0,San Jose Mercury News,"You can practically feel director Ron Howard standing over your tear ducts, straining to extract every last salty drop.",2001-12-25,10240.0,A Beautiful Mind
Jay Boyar,fresh,268978.0,Orlando Sentinel,Howard gives Crowe the space he needs to build a memorable character.,2001-12-25,10240.0,A Beautiful Mind
Lisa Alspector,fresh,211219.0,Chicago Reader,"Whatever secrets the musicians may be keeping, we've been tacitly urged to examine our reasons for wanting to know them.",2010-03-23,770854462.0,Barenaked in America
Brendan Kelly,none,211219.0,Variety,,2008-06-17,770854462.0,Barenaked in America
,none,211219.0,Houston Chronicle,,2005-07-21,770854462.0,Barenaked in America
Roger Ebert,fresh,211219.0,Chicago Sun-Times,,2000-01-01,770854462.0,Barenaked in America
Lawrence Van Gelder,fresh,211219.0,New York Times,,2000-01-01,770854462.0,Barenaked in America
Mick LaSalle,none,211219.0,San Francisco Chronicle,,2000-01-01,770854462.0,Barenaked in America
Susan Stark,fresh,211219.0,Detroit News,,2000-01-01,770854462.0,Barenaked in America
Robert Denerstein,rotten,211219.0,Denver Rocky Mountain News,,2000-01-01,770854462.0,Barenaked in America
,none,222850.0,Time Out,,2006-06-24,13773.0,The Broken Hearts Club: A Romantic Comedy
,none,222850.0,Houston Chronicle,,2005-07-21,13773.0,The Broken Hearts Club: A Romantic Comedy
Kevin Thomas,none,222850.0,Los Angeles Times,,2002-08-15,13773.0,The Broken Hearts Club: A Romantic Comedy
,rotten,222850.0,Globe and Mail,,2002-03-22,13773.0,The Broken Hearts Club: A Romantic Comedy
,fresh,222850.0,Entertainment Weekly,,2000-09-29,13773.0,The Broken Hearts Club: A Romantic Comedy
Roger Ebert,fresh,222850.0,Chicago Sun-Times,,2000-01-01,13773.0,The Broken Hearts Club: A Romantic Comedy
Mick LaSalle,none,222850.0,San Francisco Chronicle,,2000-01-01,13773.0,The Broken Hearts Club: A Romantic Comedy
Robert Denerstein,none,222850.0,Denver Rocky Mountain News,,2000-01-01,13773.0,The Broken Hearts Club: A Romantic Comedy
Susan Stark,fresh,222850.0,Detroit News,,2000-01-01,13773.0,The Broken Hearts Club: A Romantic Comedy
,none,222850.0,CNN.com,,2000-01-01,13773.0,The Broken Hearts Club: A Romantic Comedy
,none,222850.0,Ebert & Roeper,,2000-01-01,13773.0,The Broken Hearts Club: A Romantic Comedy
,none,222850.0,Atlanta Journal-Constitution,,2000-01-01,13773.0,The Broken Hearts Club: A Romantic Comedy
Dave Kehr,none,222850.0,New York Times,,2000-01-01,13773.0,The Broken Hearts Club: A Romantic Comedy
Richard Schickel,rotten,210945.0,TIME Magazine,"Maybe it's all true. But one is always a little discomfited when life, or a movie, imitates weary melodramatic patterns this slavishly.",2008-07-31,10238.0,Remember the Titans
,rotten,210945.0,Chicago Reader,"The leads, Denzel Washington and particularly Will Patton, are so good they occasionally make you forget the material is shameless.",2007-03-26,10238.0,Remember the Titans
Trevor Johnston,fresh,210945.0,Time Out,"The emphasis on the players' developing mutual trust, is absorbing to watch and cleanly directed.",2006-06-24,10238.0,Remember the Titans
Rick Groen,rotten,210945.0,Globe and Mail,The result is the sort of deeply massaged truth that isn't stranger than fiction -- it's worse than fiction.,2002-03-22,10238.0,Remember the Titans
Peter Travers,rotten,210945.0,Rolling Stone,"When the hard battle for integration is served up as a feel-good package, we've all been bamboozled.",2001-05-08,10238.0,Remember the Titans
Susan Stark,fresh,210945.0,Detroit News,"Sturdy, gripping and well-balanced if somewhat artificial.",2000-01-01,10238.0,Remember the Titans
Roger Ebert,fresh,210945.0,Chicago Sun-Times,"I admired the way the screenplay, by Gregory Allen Howard, doesn't make Boone noble and Yoast a racist, but shows them both as ambitious and skilled professionals.",2000-01-01,10238.0,Remember the Titans
Eleanor Ringel Gillespie,fresh,210945.0,Atlanta Journal-Constitution,A crowd-pleaser with a moral conscience.,2000-01-01,10238.0,Remember the Titans
Michael Wilmington,fresh,210945.0,Chicago Tribune,A totally absorbing movie.,2000-01-01,10238.0,Remember the Titans
Tom Keogh,fresh,210945.0,Film.com,Startlingly resonant yet unabashedly entertaining.,2000-01-01,10238.0,Remember the Titans
Todd McCarthy,fresh,210945.0,Variety,"Aside from its message-waving, pic dedicates itself to entertaining the audience via its military-style whip-'em-into-shape training antics, the sort of thing that always goes down very easily.",2000-01-01,10238.0,Remember the Titans
Peter Rainer,rotten,210945.0,New York Magazine/Vulture,"The story is based on real incidents, but the uplifting tone is laid on so thick that it's difficult to believe a minute of it.",2000-01-01,10238.0,Remember the Titans
Lawrence Terenzi,fresh,210945.0,Mr. Showbiz,"Titans may prove that Bruckheimer has a social conscience, but it can't hide his penchant for pandering.",2000-01-01,10238.0,Remember the Titans
Eric Harrison,fresh,210945.0,Houston Chronicle,"It's slick Hollywood product, all right, but it also may be the most moving and entertaining movie so far this year.",2000-01-01,10238.0,Remember the Titans
Kenneth Turan,fresh,210945.0,Los Angeles Times,"Engagingly cast, with a lively soundtrack and glossy cinematography.",2000-01-01,10238.0,Remember the Titans
Jay Carr,fresh,210945.0,Boston Globe,Washington and the others score in this predictable but rousing film where the big victory is over attitudes.,2000-01-01,10238.0,Remember the Titans
Peter Brunette,rotten,210945.0,Film.com,"I didn't believe the movie, or my tears, for a second.",2000-01-01,10238.0,Remember the Titans
Paul Tatara,rotten,210945.0,CNN.com,A pity that the script is so paint-by-numbers.,2000-01-01,10238.0,Remember the Titans
Owen Gleiberman,rotten,210945.0,Entertainment Weekly,Denzel Washington should have held out for a better script before he signed on to star in Remember the Titans.,2000-01-01,10238.0,Remember the Titans
Lou Lumenick,fresh,210945.0,New York Post,Boaz Yakin gets uniformly winning performances from the little-known actors cast as the players.,2000-01-01,10238.0,Remember the Titans
Owen Gleiberman,rotten,104409.0,Entertainment Weekly,,2011-09-07,13361.0,Hellraiser III: Hell on Earth
Derek Adams,none,104409.0,Time Out,,2006-06-24,13361.0,Hellraiser III: Hell on Earth
Janet Maslin,none,104409.0,New York Times,,2003-05-20,13361.0,Hellraiser III: Hell on Earth
Richard Harrington,none,104409.0,Washington Post,,2000-01-01,13361.0,Hellraiser III: Hell on Earth
,rotten,104409.0,Entertainment Weekly,,1992-09-11,13361.0,Hellraiser III: Hell on Earth
,none,40068.0,Variety,,2009-03-26,358083725.0,Bud Abbott Lou Costello Meet Frankenstein
Dave Kehr,rotten,40068.0,Chicago Reader,"This 1948 effort is probably the last of their watchable films, though it's a long way from their best.",2007-10-16,358083725.0,Bud Abbott Lou Costello Meet Frankenstein
Bosley Crowther,rotten,40068.0,New York Times,"The notion of having these two clowns run afoul of the famous screen monster is a good laugh in itself. But take this gentle warning: get the most out of that one laugh while you can, because the picture, at Loew's Criterion, does not contain many more.",2006-08-08,358083725.0,Bud Abbott Lou Costello Meet Frankenstein
,none,32234.0,Variety,,2009-03-26,20614.0,The Bank Dick
Dave Kehr,fresh,32234.0,Chicago Reader,"This 1940 film seems to spring straight from his cranky, beleaguered, convoluted personality, with no concessions made to film form, audience enjoyment, or common sense, and still it's very funny in a desultory, strangely private kind of way.",2008-04-01,20614.0,The Bank Dick
Bosley Crowther,fresh,32234.0,New York Times,"For anyone who simply likes to laugh at the reckless manities of an inspired buffoon, we recommend The Bank Dick. It's great fun.",2006-03-25,20614.0,The Bank Dick
,fresh,32234.0,Time Out,Totally ramshackle and marvellous.,2006-01-26,20614.0,The Bank Dick
Roger Ebert,fresh,32234.0,Chicago Sun-Times,Probably Fields' best film.,2001-02-13,20614.0,The Bank Dick
Jonathan Rosenbaum,none,52846.0,Chicago Reader,,2001-09-26,22352.0,The Giant Gila Monster
,fresh,24184.0,TIME Magazine,"In his first cinema role, which must have been easy for him to play since it amounts to very little more than an offstage noise, Claude Rains gives an alarming performance, almost as frightening when he is present as when he is not.",2010-10-21,17447.0,The Invisible Man
Variety Staff,fresh,24184.0,Variety,The strangest character yet created by the screen [from the novel by H.G. Wells] roams through The Invisible Man.,2008-11-06,17447.0,The Invisible Man
Dave Kehr,fresh,24184.0,Chicago Reader,James Whale's 1933 film plays more like a British folk comedy than a horror movie; it's full of the same deft character twists that made his Bride of Frankenstein a classic.,2007-06-04,17447.0,The Invisible Man
Geoff Andrew,fresh,24184.0,Time Out,"Rains, with his clear, sensitively inflected voice, was lucky: it made him a star.",2006-06-24,17447.0,The Invisible Man
Mordaunt Hall,fresh,24184.0,New York Times,"It is hardly necessary to dwell upon the performances of the cast beyond saying that they all rise to the demands of their parts. As for the settings, they seem very real, and the direction and acting of the uniformed police force are unusually good.",2006-01-28,17447.0,The Invisible Man
Bob Graham,fresh,24184.0,San Francisco Chronicle,"The many special effects -- some retouched on film by hand -- are quaint by today's digital standards, but that only makes them all the more fun.",2000-01-01,17447.0,The Invisible Man
,none,52969.0,Chicago Reader,,2004-08-19,21359.0,The Killer Shrews
,none,50610.0,Variety,,2009-03-26,17396.0,Kronos
,none,50610.0,New York Times,,2006-03-25,17396.0,Kronos
Geoff Andrew,none,313542.0,Time Out,,2006-06-24,10917.0,Runaway Jury
Richard Roeper,fresh,313542.0,Ebert & Roeper,"[T]his film ranks just below The Firm and The Client on the list of John Grisham-inspired thrillers, thumbs up.",2003-10-27,10917.0,Runaway Jury
Rex Reed,rotten,313542.0,New York Observer,"A lot of famous faces populate the courtroom in this overplotted and farfetched tale of jury-tampering, but they and the horse they rode in on are all so mired in illogical, head-scratching incoherence, they need lawyers of their own.",2003-10-23,10917.0,Runaway Jury
Chuck Wilson,rotten,313542.0,L.A. Weekly,"As in all his films, there's a sense that honest human emotion bores Fleder, but he gets points for packing the trial with fine character actors, all of them adept at wringing humor and poignancy from cliche.",2003-10-22,10917.0,Runaway Jury
David Edelstein,fresh,313542.0,Slate,"In spite of its cheesy plot twists, thoroughly second-rate direction, and criminally wasted ensemble, Runaway Jury adds up to a nice little gotcha! courtroom melodrama.",2003-10-22,10917.0,Runaway Jury
Charles Taylor,rotten,313542.0,Salon.com,"Fleder's direction confirms the impression left by his previous films, Don't Say a Word and Kiss the Girls among them, that he's a hack.",2003-10-22,10917.0,Runaway Jury
Michael O'Sullivan,fresh,313542.0,Washington Post,"A taut, escapist legal thriller.",2003-10-17,10917.0,Runaway Jury
Ann Hornaday,fresh,313542.0,Washington Post,"Efficient, precise, carefully calibrated and terrifically entertaining.",2003-10-17,10917.0,Runaway Jury
Peter Howell,rotten,313542.0,Toronto Star,"An awkward hybrid of courtroom drama and heist thriller that spends a great deal of time on running around and shouting, but precious little on amplifying the important issues it raises.",2003-10-17,10917.0,Runaway Jury
Moira MacDonald,rotten,313542.0,Seattle Times,"Runaway Jury is a runaway movie; it keeps building tension only to let it deflate like a saggy balloon, and it squanders its potential by piling on too many plot turns, too many characters, too much visual noise.",2003-10-17,10917.0,Runaway Jury
Mick LaSalle,fresh,313542.0,San Francisco Chronicle,"Runaway Jury hooks the audience, and after 10 minutes there's no looking back.",2003-10-17,10917.0,Runaway Jury
Peter Travers,rotten,313542.0,Rolling Stone,Runaway Jury doesn't have the guts for a real debate. Too bad. It robs the film of something essential: a point.,2003-10-17,10917.0,Runaway Jury
Jay Boyar,fresh,313542.0,Orlando Sentinel,An enjoyable way to burn up a couple of hours.,2003-10-17,10917.0,Runaway Jury
Bob Campbell,fresh,313542.0,Newark Star-Ledger,Grossly inauthentic but authentically engrossing entertainment.,2003-10-17,10917.0,Runaway Jury
Megan Lehmann,fresh,313542.0,New York Post,"May slip a cog or two in terms of plausibility but, thanks to robust performances, slick pacing and a smart script that opens up the typically restrictive genre, the verdict comes down in its favor.",2003-10-17,10917.0,Runaway Jury
Jami Bernard,fresh,313542.0,New York Daily News,A breezily entertaining courtroom thriller that again clarifies why Grisham sells so well.,2003-10-17,10917.0,Runaway Jury
Rene Rodriguez,fresh,313542.0,Miami Herald,"Runaway Jury is an adequate, unremarkable piece of work, but as they say in the book world, you won't be able to put it down.",2003-10-17,10917.0,Runaway Jury
Liam Lacey,rotten,313542.0,Globe and Mail,The best that can be said for Runaway Jury is that it does not disappoint expectations: This is not a case of dumbing down literature; it's mediocrity aimed for and successfully achieved.,2003-10-17,10917.0,Runaway Jury
Tom Long,rotten,313542.0,Detroit News,"A standard, industrial-strength, ensemble courtroom drama that offers nothing special beyond a set moral stance on a hot topic, which is nice but hardly enough to fuel an entire movie.",2003-10-17,10917.0,Runaway Jury
Ty Burr,fresh,313542.0,Boston Globe,Jury is the closest cinematic approximation to a beach novel that money and skill can buy.,2003-10-17,10917.0,Runaway Jury
Derek Adams,none,84695.0,Time Out,,2006-06-24,15893.0,The Slumber Party Massacre
Janet Maslin,none,84695.0,New York Times,,2004-08-30,15893.0,The Slumber Party Massacre
David Stratton,none,210584.0,Variety,,2008-06-05,14657.0,Bootmen
,none,210584.0,Time Out,,2006-06-24,14657.0,Bootmen
,none,210584.0,Houston Chronicle,,2005-07-21,14657.0,Bootmen
,rotten,210584.0,Globe and Mail,,2002-03-19,14657.0,Bootmen
Susan Stark,rotten,210584.0,Detroit News,,2001-02-07,14657.0,Bootmen
Robert Denerstein,none,210584.0,Denver Rocky Mountain News,,2001-02-07,14657.0,Bootmen
Kevin Thomas,fresh,210584.0,Los Angeles Times,,2001-02-07,14657.0,Bootmen
Carla Meyer,none,210584.0,San Francisco Chronicle,,2000-01-01,14657.0,Bootmen
Lawrence Van Gelder,rotten,210584.0,New York Times,,2000-01-01,14657.0,Bootmen
Roger Ebert,rotten,210584.0,Chicago Sun-Times,,2000-01-01,14657.0,Bootmen
,none,210584.0,Ebert & Roeper,,2000-01-01,14657.0,Bootmen
Geoff Andrew,rotten,213790.0,Time Out,"After I swallowed my disbelief and gave my critical faculties a break, yeah, I was tickled every 40 minutes or so.",2006-06-24,13652.0,The Ladies Man
James Berardinelli,rotten,213790.0,ReelViews,Grows more tedious the longer it's on the screen.,2000-01-01,13652.0,The Ladies Man
Tom Keogh,rotten,213790.0,Film.com,A waste of space.,2000-01-01,13652.0,The Ladies Man
Tom Sime,rotten,213790.0,Dallas Morning News,"The Ladies Man joins the crop of terrible movies based on Saturday Night Live skits, and offers serious competition for a title as the worst.",2000-01-01,13652.0,The Ladies Man
Lou Lumenick,rotten,213790.0,New York Post,Arguably the limpest film yet spun out from a Saturday Night Live sketch.,2000-01-01,13652.0,The Ladies Man
Roger Moore,rotten,213790.0,Orlando Sentinel,"Though he's worth a chuckle in a sketch, neither Leon nor Meadows is interesting enough to build a movie around.",2000-01-01,13652.0,The Ladies Man
Eric Harrison,rotten,213790.0,Houston Chronicle,"Pointless, sporadically funny exercise.",2000-01-01,13652.0,The Ladies Man
Bob Longino,rotten,213790.0,Atlanta Journal-Constitution,"As the plot points arrive, they're all stretched to the max. Even the film's most unexpected bit ... goes on and on and on.",2000-01-01,13652.0,The Ladies Man
Susan Stark,rotten,213790.0,Detroit News,,2000-01-01,13652.0,The Ladies Man
Roger Ebert,rotten,213790.0,Chicago Sun-Times,Desperately unfunny.,2000-01-01,13652.0,The Ladies Man
Lawrence Terenzi,rotten,213790.0,Mr. Showbiz,80 minutes of comic mistiming and missed opportunities.,2000-01-01,13652.0,The Ladies Man
Robert Koehler,rotten,213790.0,Variety,The results are disconcertingly bland under Reginald Hudlin's direction.,2000-01-01,13652.0,The Ladies Man
Owen Gleiberman,rotten,213790.0,Entertainment Weekly,"One more case of a winning SNL character tamed by the wan, fizzled farce around him.",2000-01-01,13652.0,The Ladies Man
Kirk Honeycutt,rotten,213790.0,Hollywood Reporter,"Only ... fans of Meadows' anachronistic Ladies Man caricature are likely to have any interest in this slapped-together, unfunny movie.",2000-01-01,13652.0,The Ladies Man
Vladimir V. Zelevinsky,rotten,213790.0,Boston Globe,The movie overstays its welcome merely by a factor of approximately eight.,2000-01-01,13652.0,The Ladies Man
A.O. Scott,fresh,213790.0,New York Times,"For what it is, a 90-minute spinoff of a Saturday Night Live sketch, Reginald Hudlin's film The Ladies Man is not bad.",2000-01-01,13652.0,The Ladies Man
,none,213790.0,Ebert & Roeper,,2000-01-01,13652.0,The Ladies Man
Peter Stack,fresh,213790.0,San Francisco Chronicle,It's a guilty pleasure -- but save it for a bargain matinee.,2000-01-01,13652.0,The Ladies Man
Gene Seymour,fresh,213790.0,Newsday,A reasonably pleasant ramble.,2000-01-01,13652.0,The Ladies Man
Rita Kempley,rotten,213790.0,Washington Post,"Another cheesy, overdrawn and witless Saturday Night Live takeoff.",2000-01-01,13652.0,The Ladies Man
Susan Stark,rotten,160484.0,Detroit News,,2007-03-10,15419.0,Lost Souls
Jonathan Rosenbaum,rotten,160484.0,Chicago Reader,"Alas, look is everything here and storytelling and characters are next to nothing, so what emerges is oddly ineffectual and uninvolving -- visually striking set pieces set loose in a void.",2007-01-06,15419.0,Lost Souls
Nigel Floyd,rotten,160484.0,Time Out,The tedious storytelling sucks the life and soul out of the characters far more effectively than Satan ever manages.,2006-06-24,15419.0,Lost Souls
Rick Groen,rotten,160484.0,Globe and Mail,[An] unholy mess of a flick.,2002-03-22,15419.0,Lost Souls
Peter Travers,rotten,160484.0,Rolling Stone,"With the original Exorcist back at the multiplex, you don't need this pale copy.",2001-05-08,15419.0,Lost Souls
Eleanor Ringel Gillespie,rotten,160484.0,Atlanta Journal-Constitution,"Odd camera angles, artfully dim lighting and showy tracking shots simply don't make up for suspense or intelligence.",2000-01-01,15419.0,Lost Souls
Steven Rea,rotten,160484.0,Philadelphia Inquirer,"Despite its spooky, color-desaturated visuals, guffaws, not screams, are more in order.",2000-01-01,15419.0,Lost Souls
David Hunter,rotten,160484.0,Hollywood Reporter,"Muddled, relentlessly derivative and uninvolving except as a visually superb image roll.",2000-01-01,15419.0,Lost Souls
Andrew O'Hehir,rotten,160484.0,Salon.com,Feels like a film student's awkward homage to Polanski's Rosemary's Baby.,2000-01-01,15419.0,Lost Souls
Kevin Thomas,rotten,160484.0,Los Angeles Times,Its characters are so colorless and uninvolving that it's hard to take them seriously.,2000-01-01,15419.0,Lost Souls
Cody Clark,rotten,160484.0,Mr. Showbiz,Sets a new standard for woebegone vacuousness in the millennial thriller subgenre.,2000-01-01,15419.0,Lost Souls
John Anderson,rotten,160484.0,Newsday,There are some inadvertently hilarious occurrences and some abominable acting.,2000-01-01,15419.0,Lost Souls
Lisa Schwarzbaum,rotten,160484.0,Entertainment Weekly,"Far from being frightening or brutal or harrowing, as an exorcism thriller ought to be, it's silly, undone by lack of faith in its own subject.",2000-01-01,15419.0,Lost Souls
James Berardinelli,rotten,160484.0,ReelViews,"On those occasions when the movie makes sense, the implications are often so idiotic that we wish it didn't.",2000-01-01,15419.0,Lost Souls
Jonathan Foreman,rotten,160484.0,New York Post,"Yet another mostly unscary, occasionally comical Exorcist knockoff.",2000-01-01,15419.0,Lost Souls
Jay Carr,rotten,160484.0,Boston Globe,"Kaminski brings all the visual oomph one could ask for, but not enough narrative spine, momentum, or substance.",2000-01-01,15419.0,Lost Souls
Elvis Mitchell,rotten,160484.0,New York Times,"The barely relieved boredom is, apparently, an attempt to contradict David Byrne's contention that only 'Heaven is a place where nothing really happens.'",2000-01-01,15419.0,Lost Souls
Bruce Westbrook,rotten,160484.0,Houston Chronicle,This tale of ultimate evil is a maddeningly inert drama.,2000-01-01,15419.0,Lost Souls
Paul Clinton (CNN.com),rotten,160484.0,CNN.com,"Yet another story about the devil taking over the world, the film starts out strongly, but quickly loses its way in the morass of its own hocus-pocus.",2000-01-01,15419.0,Lost Souls
Roger Ebert,rotten,160484.0,Chicago Sun-Times,"For a thriller about demonic possession and the birth of the antichrist, it's curiously flat.",2000-01-01,15419.0,Lost Souls
,none,58708.0,Variety,,2009-03-26,18344.0,The Unsinkable Molly Brown
Geoff Andrew,none,58708.0,Time Out,,2006-02-09,18344.0,The Unsinkable Molly Brown
A.H. Weiler,none,58708.0,New York Times,,2005-05-09,18344.0,The Unsinkable Molly Brown
,none,230030.0,Time Out,,2006-01-26,11264.0,Bedazzled
,rotten,230030.0,Globe and Mail,,2002-03-19,11264.0,Bedazzled
Peter Travers,rotten,230030.0,Rolling Stone,,2001-06-04,11264.0,Bedazzled
Lou Lumenick,fresh,230030.0,New York Post,It's involving -- as an OK date movie -- primarily because of a tour de force as Elliot's multiple selves by Brendan Fraser.,2000-01-01,11264.0,Bedazzled
,fresh,230030.0,Houston Chronicle,"A lively, generally amusing remake.",2000-01-01,11264.0,Bedazzled
Robert Denerstein,rotten,230030.0,Denver Rocky Mountain News,,2000-01-01,11264.0,Bedazzled
Jay Carr,fresh,230030.0,Boston Globe,"Delivers laughs at a rather more than intermittent rate, and Elizabeth Hurley is a fun devil.",2000-01-01,11264.0,Bedazzled
Steve Daly,rotten,230030.0,Entertainment Weekly,"A little more script work, at the very least, should have gone into the manufacture of the black comedy Bedazzled.",2000-01-01,11264.0,Bedazzled
Cody Clark,fresh,230030.0,Mr. Showbiz,A positively divine comedy.,2000-01-01,11264.0,Bedazzled
A.O. Scott,fresh,230030.0,New York Times,Outrageous fun.,2000-01-01,11264.0,Bedazzled
John Anderson,fresh,230030.0,Newsday,"More than funny. And despite the subtle accents of brimstone and sulphur, a breath of fresh air.",2000-01-01,11264.0,Bedazzled
Roger Ebert,rotten,230030.0,Chicago Sun-Times,It is lacking in wickedness. It doesn't smack its lips when it's naughty.,2000-01-01,11264.0,Bedazzled
Kenneth Turan,rotten,230030.0,Los Angeles Times,"Funny as Fraser is, he can't eliminate those extraneous stunts and special effects, he can't turn a series of scenes into a coherent whole, and he can't steer the film away from its sappy, programmatic ending.",2000-01-01,11264.0,Bedazzled
Michael Wilmington,rotten,230030.0,Chicago Tribune,"Watchable as she may be, Hurley is not the Devil for this movie.",2000-01-01,11264.0,Bedazzled
Kirk Honeycutt,rotten,230030.0,Hollywood Reporter,Flat and lame.,2000-01-01,11264.0,Bedazzled
Paul Clinton (CNN.com),fresh,230030.0,CNN.com,[Hurley and Fraser] make this film a whole lot better than it should have been.,2000-01-01,11264.0,Bedazzled
Bob Longino,rotten,230030.0,Atlanta Journal-Constitution,So over the top you'll either enjoy it or be bothered and bewildered by it.,2000-01-01,11264.0,Bedazzled
Tom Keogh,rotten,230030.0,Film.com,"What the film doesn't have, ironically, is a soul.",2000-01-01,11264.0,Bedazzled
Susan Stark,fresh,230030.0,Detroit News,It offers a diverting couple of hours at the movies.,2000-01-01,11264.0,Bedazzled
John Hartl,rotten,230030.0,Film.com,The new writing team has dumbed-down the script to such an extent that the jokes sound like rejects from a Farrelly brothers comedy.,2000-01-01,11264.0,Bedazzled
David Ansen,none,223897.0,Newsweek,,2008-03-31,10119.0,Pay It Forward
Derek Adams,none,223897.0,Time Out,,2006-02-09,10119.0,Pay It Forward
Jeff Strickler,fresh,223897.0,Minneapolis Star Tribune,"Spacey and Hunt create interestingly layered characters who are hiding parts of themselves from themselves. And come Oscar time, Osment once again may be saying, 'I see tuxedoed people.'",2002-11-06,10119.0,Pay It Forward
Rick Groen,rotten,223897.0,Globe and Mail,Less a worthy achievement than a nice try.,2002-03-22,10119.0,Pay It Forward
Peter Rainer,rotten,223897.0,New York Magazine/Vulture,"With its smorgasbord of moralizings, Pay It Forward is a confusing welter of sentiment.",2001-06-25,10119.0,Pay It Forward
Peter Travers,rotten,223897.0,Rolling Stone,"Not since Gump has there been such a pandering, faux-virtuous package of populist pap for Hollywood to shove in the faces of electioneering politicos and say: Look, we don't just market unwholesome swill to families, we market wholesome swill, too.",2001-06-04,10119.0,Pay It Forward
Paul Tatara,rotten,223897.0,CNN.com,Has to be the most oppressive 'feel good' picture in movie history.,2000-01-01,10119.0,Pay It Forward
Robert Denerstein,rotten,223897.0,Denver Rocky Mountain News,,2000-01-01,10119.0,Pay It Forward
Jay Carr,fresh,223897.0,Boston Globe,It's carried to an amazing degree by its performances.,2000-01-01,10119.0,Pay It Forward
Todd McCarthy,fresh,223897.0,Variety,Osment truly is as good as it gets where kid thesps are concerned.,2000-01-01,10119.0,Pay It Forward
Eric Harrison,rotten,223897.0,Houston Chronicle,"Wants so badly for us to feel something -- inspired, teary, shocked -- that it leaves us merely numb.",2000-01-01,10119.0,Pay It Forward
Sean Means,rotten,223897.0,Film.com,"If a movie can coax tears out of me, touch me in a way that the tears flow naturally, more power to it. But stealing my tears by beating me over the head with manipulated schmaltz is a cheat.",2000-01-01,10119.0,Pay It Forward
Kenneth Turan,fresh,223897.0,Los Angeles Times,The combination of restrained writing and direction and top-of-the-line acting is enough to make even confirmed agnostics want to believe in this unashamed fairy tale.,2000-01-01,10119.0,Pay It Forward
Roger Ebert,rotten,223897.0,Chicago Sun-Times,"It tells a story that audience members will want to like, but it doesn't tell it strongly and cleanly enough; it puts too many loops into the plot, and its ending is shamelessly soapy for the material.",2000-01-01,10119.0,Pay It Forward
Michael Rechtshaffen,rotten,223897.0,Hollywood Reporter,"Despite the concerted efforts of its Oscar pedigree cast to keep it real, Kevin Spacey, Helen Hunt and impressive young Haley Joel Osment unfortunately find themselves smothered by the schmaltz.",2000-01-01,10119.0,Pay It Forward
Robert Horton,fresh,223897.0,Film.com,Some very affecting performances.,2000-01-01,10119.0,Pay It Forward
Susan Stark,fresh,223897.0,Detroit News,"You witness the first, testing, tension-packed conversation between Spacey and Osment, as pregnant in its silences as in its words, and you are ready to go wherever this movie leads you.",2000-01-01,10119.0,Pay It Forward
Mark Caro,rotten,223897.0,Chicago Tribune,An example of how a movie can emotionally blackmail an audience.,2000-01-01,10119.0,Pay It Forward
Lisa Schwarzbaum,rotten,223897.0,Entertainment Weekly,Unceasingly manipulative.,2000-01-01,10119.0,Pay It Forward
Eleanor Ringel Gillespie,rotten,223897.0,Atlanta Journal-Constitution,Offers more potential than payoff.,2000-01-01,10119.0,Pay It Forward
Lisa Alspector,fresh,192255.0,Chicago Reader,Vampire cows provide comic relief and many of the scares in this respectfully dark yet optimistic story about a lonely child who befriends a vampire.,2009-10-21,10259.0,The Little Vampire
Derek Adams,fresh,192255.0,Time Out,"Much of the film's success is down to the costume design, the novel SFX and the mildly foreboding atmosphere of the mist enshrouded Scottish countryside.",2006-06-24,10259.0,The Little Vampire
Derek Elley,rotten,192255.0,Variety,Mildly entertaining but dramatically messy.,2000-01-01,10259.0,The Little Vampire
Jay Carr,fresh,192255.0,Boston Globe,"The film reminds us that Harry Potter isn't the whole story in children's literature, reversing the usual vampire movie cliches and advancing a few morals about tolerating differences.",2000-01-01,10259.0,The Little Vampire
Roger Moore,fresh,192255.0,Orlando Sentinel,It's stylish ... modestly surprising and cute. And when's the last time you could say that about a vampire movie?,2000-01-01,10259.0,The Little Vampire
Ernest Hardy,fresh,192255.0,Film.com,"For adults, the film will drag in spots, but it's filled with all those values you hope to instill in your children.",2000-01-01,10259.0,The Little Vampire
Nancy Churnin,rotten,192255.0,Dallas Morning News,Even the good moments get sucked into the bizarre black holes of the story.,2000-01-01,10259.0,The Little Vampire
Michael Wilmington,rotten,192255.0,Chicago Tribune,"An odd little ghoul too cleaned up to survive, a bloodless vampire movie that's mostly lifeless as well.",2000-01-01,10259.0,The Little Vampire
Gemma Files,rotten,192255.0,Film.com,"Some things just don't translate ... not with Lipnicki attached, at any rate. Stick with the books.",2000-01-01,10259.0,The Little Vampire
Bruce Westbrook,fresh,192255.0,Houston Chronicle,A fun and warm children's fantasy.,2000-01-01,10259.0,The Little Vampire
Eleanor Ringel Gillespie,fresh,192255.0,Atlanta Journal-Constitution,It offers imagination and humor and a touch of goose bumps.,2000-01-01,10259.0,The Little Vampire
